name	bg17_1.fastq.AR.sorted.bam	bg22.fastq.AR.sorted.bam	bg5.fastq.AR.sorted.bam	bg6.fastq.AR.sorted.bam	bg7.fastq.AR.sorted.bam	bg8.fastq.AR.sorted.bam	sba15.fastq.AR.sorted.bam	sba16.fastq.AR.sorted.bam	sba17_1.fastq.AR.sorted.bam	sba19_1.fastq.AR.sorted.bam	sba20_1.fastq.AR.sorted.bam	sba38.fastq.AR.sorted.bam	sba46.fastq.AR.sorted.bam	sba47.fastq.AR.sorted.bam	sba48.fastq.AR.sorted.bam	sba49.fastq.AR.sorted.bam	sba50.fastq.AR.sorted.bam
FJ405211.1.gene1	0	15	0	0	0	0	23	0	19	11	2	12	0	8	2	28	10
FJ437066.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ237367.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF102240.1.gene3	0	55	0	0	0	0	0	0	422	309	0	173	0	0	0	233	0
FJ815436.1.gene1	0	4	0	1	0	0	25	8	36	29	6	40	0	5	7	37	0
FJ807656.1.gene1	0	5	0	0	0	0	12	0	10	6	2	9	0	0	2	6	4
FJ971899.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN546177.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ627180.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ822963.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ854362.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ140348.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ149243.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ790516.1.gene2	0	13	4	1	0	0	25	0	20	14	6	2	0	0	0	29	0
FJ873739.1.gene1	0	3	5	2	0	1	20	8	35	24	5	37	0	7	9	31	0
FJ907381.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ790516.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR748153.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ825622.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ873740.1.gene1	0	6	0	0	0	0	11	0	17	11	0	5	0	6	0	15	1
FJ919776.1.gene1	0	5	0	0	0	0	9	0	7	10	2	2	0	1	0	6	0
FN554543.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ854362.1.gene3	0	6	1	4	0	0	22	0	12	9	8	3	0	0	0	29	0
FN556186.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN813245.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU827715.1.gene1	0	0	0	1	0	0	0	0	2	2	2	0	0	1	1	0	0
GQ149347.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ848783.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR865168.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ149347.1.gene4	0	5	0	0	0	0	13	1	10	13	1	3	0	2	1	11	1
FN652295.1.gene1	0	0	0	0	0	0	1	0	2	3	1	0	0	0	0	0	0
FR853176.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU932590.1.gene1	0	0	1	0	0	0	0	0	1	0	2	2	0	1	0	1	2
GQ149244.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ152600.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM066995.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ820124.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ152601.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ152602.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ428198.1.gene1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	3
DQ268764.2.gene6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
GQ202693.1.gene2	0	9	0	0	0	0	81	0	41	36	30	0	0	0	0	54	0
GQ351346.1.gene1	0	6	5	4	0	0	29	15	31	31	3	22	0	5	6	30	0
GQ396303.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ848783.1.gene2	0	1	1	0	0	0	8	0	11	8	5	3	0	0	0	15	0
GQ402541.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ242167.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ351345.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ853679.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU045307.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU207844.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU169702.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ854362.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ853681.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ870432.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU208678.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ853680.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU127598.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU550123.1.gene1	0	9	0	0	0	0	24	0	10	17	1	17	0	6	2	15	6
GU831575.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM113558.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM113559.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM167760.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM246246.1.gene1	0	2	0	0	0	0	4	0	4	2	2	2	0	0	0	2	0
HM113564.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488986.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM113560.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM113561.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM113562.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM113563.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488987.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488991.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488989.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488988.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488990.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM544040.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM755448.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM803271.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM488992.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM565917.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM570036.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM544039.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM559945.1.gene1	0	0	0	0	2	0	0	0	1	3	0	0	0	0	1	0	1
HM855205.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM015773.1.gene6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	65
HM570035.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ122933.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM750249.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ285243.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ111474.1.gene2	0	3	1	0	0	0	29	0	16	13	9	2	0	0	0	31	0
HQ425492.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ425493.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ425495.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ322612.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ322613.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ398214.1.gene1	0	7	3	2	0	1	24	8	46	28	7	35	0	7	6	40	0
HQ166709.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ336940.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ425494.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ398215.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ456945.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ833651.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ111474.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ438058.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ661362.1.gene1	0	0	0	0	0	0	0	0	2	3	1	1	0	1	0	3	2
HQ734811.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ832678.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ858608.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ637576.1.gene1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
HQ641421.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ874631.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ734813.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ833652.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ529916.1.gene1	0	1	0	0	0	0	7	0	9	9	5	1	0	0	1	5	2
HQ700343.1.gene1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	68
HQ734812.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.881697	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HQ661363.1.gene1	0	0	0	0	0	0	2	1	0	1	1	1	1	0	1	0	1
HQ693810.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF273470.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF274247.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF460794.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF460796.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF795487.1.gene1	0	11	0	0	0	0	76	0	48	34	28	0	0	0	0	71	0
JF800667.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF273491.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF274242.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF274243.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ998857.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF268688.1.gene5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF274246.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ913565.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF460795.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF894248.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF900599.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF949915.1.gene1	0	10	0	0	0	0	12	0	9	8	4	10	0	2	4	17	9
JF949916.1.gene1	0	16	0	0	0	0	22	0	11	17	9	14	0	2	2	11	6
JN051143.1.gene1	0	0	0	0	0	0	0	2	3	2	0	0	0	1	4	0	0
JN248564.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF896803.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN211012.1.gene1	0	0	0	0	0	0	2	0	7	5	1	1	0	1	0	2	1
JN215211.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN227085.1.gene1	0	6	2	0	0	0	32	11	30	27	5	34	0	8	6	34	0
JN227084.1.gene1	0	9	0	0	0	0	23	0	16	12	4	16	0	2	3	17	8
JF966749.1.gene1	0	0	0	0	0	0	7	4	15	6	1	22	0	4	4	16	0
JN205800.1.gene6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
JF800667.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN129451.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.880346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN638887.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN848782.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.877857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN254627.1.gene1	0	0	0	0	0	0	5	0	3	8	3	3	0	1	0	11	1
JN596991.2.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN848330.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN416112.1.gene1	0	0	0	0	0	0	4	0	5	4	0	0	0	0	1	2	2
JN603240.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M37839.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L07945.1.gene1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
M69058.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN129451.1.gene2	0	0	9	2	0	2	0	0	0	0	0	32	0	0	0	0	0
JN596991.2.gene4	0	0	11	2	0	0	0	0	0	0	0	26	0	0	0	0	0
GU371926.1.gene94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.878374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.880347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.878149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.882884	0	54	70	53	86	49	60	95	83	75	45	80	83	92	61	84	132
NC_002516.2.877851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.881718	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_002516.2.881078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.880449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.880450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.878839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.877855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_012469.1.7685970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_011035.1.6447745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.880212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.878882	0	0	1	1	0	1	1	0	1	3	1	1	0	1	0	2	1
DQ212986.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY037780.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU523697.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB008454.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ666065.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ489307.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z33413.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ203032.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY487229.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY264780.2.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ212986.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.881079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_002516.2.877990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene3632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE000516.2.gene1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF473577.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ345788.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ838665.gene	0	77	0	0	0	0	115	0	330	269	0	0	0	0	0	251	0
M16217.gene	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
HQ451074.1.gene14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF703135.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ328085.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A15097.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB014481.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB061440.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB083212.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB211124.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF016483.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF022114.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF030344.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF034958.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF038993.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF070999.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF090987.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF305837.gene	0	0	0	0	0	0	9	2	10	4	3	13	0	1	1	9	0
AF121000.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF353562.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ243541.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF133139.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF201828.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF207840.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF227505.gene	0	0	8	2	0	0	0	0	0	0	0	22	0	0	0	0	0
AF227521.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF237667.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF275256.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF277571.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ238249.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF367983.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF369871.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ449578.gene	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	121
AF395881.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF540889.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ005045.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ237702.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ249217.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY123252.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ250203.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ295238.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY123253.gene	0	0	0	0	0	20	0	39	0	0	0	69	0	0	0	0	39
AJ416345.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ420072.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ459418.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ514254.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ634602.gene	0	14	0	0	0	0	15	0	16	10	1	14	0	0	6	24	6
AJ557142.gene	0	0	1	0	0	0	3	1	7	8	2	2	0	1	1	2	0
AJ579365.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ620678.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ879564.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM040708.gene	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
AY004350.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY038837.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY171578.gene	0	0	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0
AY204504.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY303807.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY509111.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY518560.gene	0	0	0	0	0	0	0	2	1	3	1	0	0	0	0	0	0
AY522923.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ322595.gene	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
AY587956.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY598759.gene	0	0	0	0	0	0	0	1	4	4	1	3	0	1	0	1	0
AY665723.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY743590.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750914.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY795964.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY825285.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY995206.gene	0	11	3	7	0	1	34	15	40	41	5	35	0	4	11	39	0
AY987853.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BR000038.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D38215.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D86934.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ151889.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ278190.gene	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0
DQ351241.gene	0	0	42	44	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ385606.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ984668.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ993182.gene	0	0	19	10	0	0	0	0	0	0	0	35	0	0	0	0	0
J03306.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00544.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L09756.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L06940.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L07778.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L12710.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L36601.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L42544.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M55547.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M11036.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M14039.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M14730.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M15332.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M18896.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M20129.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M26879.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M29832.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M35190.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M36726.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M55620.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M57437.gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
